"name","host_name","neighbourhood","floor","price","footage","avgreview","Deal"
"My Little Guest Room in Flushing","Linda","Flushing",20,241.8754818,312,3.95,"Neutral"
"BEAUTIFUL 2 BED APARTMENT IN WILLIAMSBURG, BROOLYN","Tristan","Greenpoint",1,206.1053225,348,3.13,"Neutral"
"Park-lovers Paradise in Central Manhattan","Susannah","Harlem",16,248.3286585,412,2.34,"Neutral"
"Private room in Brooklyn house with backyard","Thomas","Bedford-Stuyvesant",1,95.12901077,272,3.67,"Good"
"Maspeth Queens Apartment","Joe","Maspeth",5,163.6251582,599,3.41,"Neutral"
"vicky客栈3","Vicky","Flushing",5,78.61177058,173,3.29,"Neutral"
"Newly Renovated 1 Bedroom Apartment Hell's Kitchen","Elgin","Hell's Kitchen",1,283.801321,240,2.63,"Bad"
"SPACIOUS HARLEM APT","Benjamin","Harlem",1,128.2130359,415,2.35,"Neutral"
"Historic Brownstone in Harlem","Santi","Harlem",1,266.2652157,592,1.55,"Neutral"
"Sunny room in the heart of Bushwick","Josh","Bushwick",1,198.1164629,435,2.72,"Neutral"
"Beautiful Room in Artistic Loft","Ricardo","Greenpoint",1,104.0939177,742,2.53,"Good"
"1 BR in 2 BR Apt (Upper East Side)","Jeffrey Paul","East Harlem",16,251.4872477,343,4.13,"Neutral"
"Brooklyn Oasis in Beautiful Bay Ridge","Anthony","Fort Hamilton",1,189.3488526,377,2.58,"Neutral"
"COZY 2BR IN MANHATTAN","Malen","East Harlem",16,516.0015825,687,2.8,"Neutral"
"Ladies Only Shared Room","Carly","Kips Bay",16,204.5499113,566,2.38,"Neutral"
"Modern- and newly renovated Brooklyn apartment","Bo","Crown Heights",1,196.3780862,276,2.3,"Bad"
"Carroll Gardens 1 Bedroom Studio Apartment","Philip","Carroll Gardens",1,199.8175161,209,4.28,"Neutral"
"Book a room with views!","Anthony","Lower East Side",1,145.5784657,445,2.59,"Neutral"
"Cozy 1BR Woodside (20min - midtown&Bus from LGA)","Brian & Akiko","East Elmhurst",5,164.1738602,406,2.73,"Neutral"
"Sixth Ave Chelsea, 1bd Serviced Apartment*","Ken","Chelsea",16,538.2660165,178,3.53,"Bad"
"Sunny 1 BR Apt in Bed Stuy","Sasha","Bedford-Stuyvesant",1,198.4617729,555,3.68,"Good"
"Sunny, modern 1BR in Crown Heights","David","Crown Heights",1,196.7550631,631,3.11,"Neutral"
"Gorgeous 3-bed-Lush garden-Midtown1stop-Breakfast","Santi","Long Island City",5,172.9126415,397,3.86,"Neutral"
"Sunny Unit. New ! Quiet. Near the UN","Bel","Civic Center",1,284.5332267,189,2.06,"Bad"
"Spacious Studio, Freedom Tower View","Lindsay","Murray Hill",1,287.0224843,428,4.19,"Bad"
"Beautiful cozy apartment in Midtown West","Jacob","Hell's Kitchen",1,111.4996059,365,3.66,"Good"
"A Contemporary Homelike Stay in the Best of BK","Mckinley","East Flatbush",1,261.55438,841,2.06,"Neutral"
"Charming, bright and airy studio","Lisa","Brooklyn Heights",1,205.9518541,297,3.06,"Neutral"
"Perfect 4b4b place for groups in dawntawn","Monika","Midtown",1,281.9188476,291,2.78,"Neutral"
"Phenomenal 1br Loft in Brooklyn","Vida","Greenpoint",1,204.7359954,428,3.44,"Neutral"
"Historic House Boerum Hill, BK, NYC","Nancy","Boerum Hill",1,136.9704835,433,4.56,"Bad"
"5minutes to Manhattan luxury apartment","Mengxiao","Long Island City",5,89.87839754,204,2.03,"Bad"
"Shared 1br in Flushing for cheap","Zack","Flushing",5,78.5790881,550,2.95,"Good"
"Couch in Common Room Bushwick!","Hayden","Bushwick",1,61.38560834,342,3.11,"Good"
"Winter Sublet 24Dec-18Jan (Midtown)","Kriti","Morningside Heights",1,130.5279975,357,2.63,"Neutral"
"Amazing one bedroom - NYC Corporate Housing","Kyle","Kips Bay",16,537.7452338,189,3.5,"Bad"
"Spacious and Clean bedroom in modern apt","Carissa","East Harlem",1,134.1618797,608,3.54,"Good"
"Rock star house!","Dee","Bedford-Stuyvesant",16,192.835119,475,4.4,"Good"
"Cute Room Perfect Downtown Location","Paulien","Little Italy",16,264.4938389,329,3.54,"Neutral"
"Quiet apartment next to subway. 15 min to midtown","Alexis","Harlem",16,512.7232323,494,3.32,"Neutral"
"Best Location x Sparkling Clean x Private Studio","Brenda","Midtown",16,538.8007987,250,2.12,"Bad"
"Private room with detached private bathroom","Michelle & Eddie","Elmhurst",5,81.49008198,341,4.28,"Good"
"Master Suite in Brooklyn Art Cove","Samantha","Bushwick",1,90.14638691,212,2.36,"Neutral"
"Private room in Queens","Clara","Bayside",5,76.97350294,183,3.24,"Neutral"
"Airy Brooklyn Limestone : 3 Bedroom Suite!","Billye And Joe","Crown Heights",1,195.4900161,287,3.41,"Neutral"
"West 23rd Street, Lux Chelsea 1bd serviced Apt","Ken","Chelsea",16,534.7978306,355,3.42,"Bad"
"Nice Room in Manhattan","Lyuda","East Harlem",1,134.7881498,541,2.89,"Good"
"Best Location - HUGE 2 bedroom by Times Square!","Michael Shane","Hell's Kitchen",16,531.5178656,499,4.9,"Neutral"
"Sky Boasts Exquisite Studio","Dening","Hell's Kitchen",2,281.9188476,217,4.41,"Neutral"
"Shared male room on Manhattan with crazy view! I","Max","Lower East Side",1,111.4996059,275,2.32,"Neutral"
"Decatur street Limestone an Urban Zen  experience","Shelley","Bedford-Stuyvesant",1,194.8473685,263,2.66,"Neutral"
"Stylish, Minimalist Family Pad in Carroll Gardens","Christian","Carroll Gardens",1,199.7867722,151,2.42,"Bad"
"Private room right in heart of SOHO","Yi-Hsuan","Lower East Side",1,148.0266224,412,3.65,"Good"
"Cozy 1BR Home in Upper Manhattan w/ Amenities","Daniel","Inwood",16,508.4516223,376,3.86,"Bad"
"Elegant 2 Bed.-10 min to Manhattan","Daniel","Ditmars Steinway",5,164.6149753,566,2.28,"Neutral"
"Spacious and Welcoming In Hip Bushwick","Michelle","Bushwick",1,196.421634,611,1.78,"Neutral"
"One Beautiful Sunny Bedroom with Amazing Views","Ayesha","Battery Park City",1,145.3807414,285,4.3,"Neutral"
"New Bedroom for ONE (1) Professional.","Carlos","Long Island City",20,522.2123953,481,2.75,"Bad"
"Ideal 3 Bedroom Apartment by Times Square","Kevin","Hell's Kitchen",2,282.3516918,358,3.4,"Neutral"
"Huge studio in a doorman bld in midtown manhattan","Sanket","Midtown",16,534.5359104,690,4.01,"Neutral"
"Great Location in Chinatown and Little Italy","Che","Chinatown",16,535.2429239,408,1.51,"Bad"
"Sunny 1 BR with Amazing Views","Mazdak","Crown Heights",1,196.9610851,314,3.07,"Neutral"
"Warm, Sunny Artist Apartment in Harlem!","Katie Rose","Harlem",16,511.5444201,494,3.26,"Neutral"
"Sunlit bright home.","Marina","Crown Heights",1,92.14465439,383,3.13,"Good"
"Bright+Cozy Apartment w/ Balcony","Domitille","Crown Heights",1,196.3347476,398,2.84,"Neutral"
"Cozy & Convenient 1bed/bath in Crown Heights BK","Cyrus","Crown Heights",1,195.9125389,168,2.82,"Bad"
"Manhattan Brownstone Great Location","Elisabeth","East Harlem",16,519.8153446,463,2.61,"Bad"
"Village One Bedroom","Jenna","East Village",1,147.4891531,336,2.87,"Neutral"
"Luxury Meets Classic Brownstone w/ Outdoor Space!","Lauren","Bedford-Stuyvesant",1,197.4601978,461,2.7,"Neutral"
"Gorgeous 2 Bedroom New York City Apartment!","Kara","Hell's Kitchen",1,282.9469742,529,3.27,"Neutral"
"Bright and Tranquil Apartment","Devan","Boerum Hill",1,201.949592,191,3.32,"Bad"
"# TIMES SQUARE - 19 MinutesBIG ROOM","G. Matthew","Harlem",16,245.7722086,374,3.54,"Neutral"
"Large and bright room 15 min away from Manhattan","Adam","Astoria",5,86.10965781,181,4.09,"Neutral"
"Artist Charming Modern Ft Greene Park 2 floor apt","Darcy And Ross","Fort Greene",1,202.9580866,276,2.78,"Neutral"
"Zen Artist Village Studio","Zach","Greenwich Village",1,287.7995203,358,3.05,"Neutral"
"Big 1 Bedroom Brooklyn Ditmas Park","Mel","Flatbush",1,87.19299861,178,1.61,"Good"
"Minimal Studio in North Greenpoint - Affordable!","Robert","Greenpoint",1,211.0072833,180,4.63,"Neutral"
"Large 1bdr perfect Village location","Emory","Greenwich Village",16,537.237908,302,3.62,"Bad"
"Cozy Em’s Place 2 (3 people)","Siri","Jackson Heights",5,81.94575491,470,3.66,"Good"
"Bright room located in the middle of Manhattan!","Malin","Flatiron District",16,266.9757047,448,2.67,"Neutral"
"A Unique studio apartment","Michael","Harlem",1,265.26475,665,2.1,"Neutral"
"Amazing Studio In Best Part of NYC","Jamie","Lower East Side",1,286.4599527,290,4.44,"Neutral"
"Lorenna Gonzalez","Lorenna","East Harlem",1,131.6222281,607,2.84,"Good"
"Charming East Village Apartment","Joshua","East Village",16,534.6227964,428,3.97,"Neutral"
"Small Room, big bed, close to train brooklyn","Antonio","Bedford-Stuyvesant",1,94.61604073,457,3.83,"Good"
"Big apartment by Prospect Park 15 min to Manhattan","Mariana","Flatbush",1,193.5714472,182,2.84,"Bad"
"Cozy One bedrooom Suite Mins to JFK Airport","Talia","Laurelton",5,153.7529854,544,3.71,"Good"
"Cozy poet’s room in Central Manhattan","Jiaoyang","Murray Hill",1,149.076364,349,3.12,"Neutral"
"Spacious private room in Harlem","Nzingha","Harlem",1,131.345387,589,2.56,"Bad"
"Private Sun-Drenched 1BR Brownstone Apt","Kisha","Bedford-Stuyvesant",1,130.7431028,198,2.88,"Neutral"
"Large Bedroom in 2BR spacious brownstone","Marta","Fort Greene",1,95.97050368,570,3.74,"Good"
"Spacious NEW studio in Brooklyn near NYC subway!","Melvis","Bedford-Stuyvesant",1,195.3923911,504,4.41,"Bad"
"Comfortable Space + Great Block + Perfect Location","Ben","East Village",1,148.5832382,235,3.22,"Neutral"
"Beautiful LES Apartment","Tara","Chinatown",16,533.7723357,197,4.04,"Bad"
"Sunny, spacious room in Greenpoint","","Greenpoint",1,104.3397423,451,4.06,"Good"
"Sunny 2br Apt in Bedstuy.. 20 mins to Manhattan!","Cj","Bedford-Stuyvesant",1,195.5491291,390,2.46,"Neutral"
"Cosy bedroom in Bedstuy - A, C and G trains","Esther","Bedford-Stuyvesant",1,92.96913691,245,3.42,"Neutral"
"Bedroom in the heart of Queens, New York","Renata","Astoria",5,95.07364996,183,2.24,"Bad"
"Corner-Unit Bedroom in Sun-filled Bushwick loft","Sophie","Bushwick",1,93.1003643,477,3.3,"Good"
"Cozy private room in sunny Brooklyn apartment","Jennifer","Flatbush",1,88.73101846,312,2.24,"Neutral"
"Sun-filled Oasis in Crown Heights","Sarah","Crown Heights",1,194.9942114,267,3.68,"Neutral"
"CLEAN & COZY PRIVATE ROOM SHARING APARTMENT QUEENS","Laura","Kew Gardens",20,242.2277764,795,3.92,"Good"
"Newly built Apt in 2015, 3min to Subway","Momoyo","Elmhurst",5,81.56637708,337,3.76,"Neutral"
"Cozy Bright 3bedroom apt. 10 min from times sq.","Jamal","Long Island City",5,170.9359228,432,3.5,"Neutral"
"70' Luxury MotorYacht on the Hudson","Jack","Battery Park City",30,531.3729549,462,3.55,"Neutral"
"Subway. Ocean. Parking","Alex & Alena","Gravesend",1,187.4184538,412,1.94,"Neutral"
"Cozy and conveniently located","Rosella","Lower East Side",16,535.6069309,472,2.86,"Bad"
"Huge Apartment for Experiencing New York","Clayton","Harlem",16,244.5181571,473,3.93,"Neutral"
"Beautiful Brownstone near Central Park","Nicole","Harlem",16,517.1814599,363,3.52,"Bad"
"Just Peachy: East Village. Come home already!","Just","East Village",16,264.4938389,427,4.31,"Neutral"
"Quiet haven 15 mimutes to Time square","Ousmane","Harlem",16,246.5740781,172,3.22,"Good"
"King/Queen Hotel Room at Wyndham Midtown 45","Chayla","Midtown",17,264.1904997,366,4.45,"Neutral"
"Huge Bedroom with Private bath - Close to Subway","Dylan","Bath Beach",1,84.92895912,524,3.11,"Good"
"Large Middle Bedroom & Private Backyard","Jamie","Bedford-Stuyvesant",1,94.56368251,277,4.34,"Good"
"Private studio in Crown Heights triplex townhouse","Jose","Crown Heights",1,90.45099155,311,2.48,"Neutral"
"Beautiful Bright Bushwick Cove","Parish","Bushwick",1,92.54631179,393,3.63,"Good"
"Peaceful Private Room in Kew Gardens! Room 1","Lindsey","Kew Gardens",5,78.93605666,528,3.63,"Good"
"Chill in Downtown Brooklyn Clinton Hill Pratt Univ","Brian","Clinton Hill",1,202.0993355,571,2.62,"Neutral"
"2BR 2Bath duplex w garden & terrace","Sabrina And Eduardo","Clinton Hill",1,135.1050681,189,3.89,"Neutral"
"Bushwick Bedroom","Mike","Bushwick",1,92.69180854,261,2.82,"Neutral"
"Sleep Under the Stars!","Crystal","Harlem",1,128.0888396,613,2.94,"Good"
"Exclusive Dream room 8 mins from JFK Smoking OK!","Gedan","Jamaica",5,77.35842642,540,2.27,"Good"
"Spacious Room, Central Location, Historic block.","Samuel","Harlem",16,248.2591272,383,2.32,"Neutral"
"Minimalist bedroom with garden access","Caitlin","Greenpoint",16,528.0640169,274,2.74,"Bad"
"Cozy King Sized Apt In NYC (Harlem)","Tracy","East Harlem",1,265.4203388,347,2.03,"Bad"
"ART COLLECTORS APARTMENT - TIMES SQUARE-10TH AV.","Andreas","Hell's Kitchen",16,532.1860832,401,2.65,"Bad"
"Home Sweet Room-SAPPHIRE-Queens NYC","Jacqueline & Tyas","Elmhurst",5,161.814352,299,3.62,"Neutral"
"Workspace Room 2","Anthony","Bushwick",1,89.95542701,295,3.77,"Good"
"Clinton Hill 1 Bed Bright Loft Apartment","Ruari","Bedford-Stuyvesant",1,201.089305,166,3.1,"Bad"
"SUPER LUXURY FOR 2 IN FINANCIAL DISTRICT","Rated","Financial District",1,281.8478047,656,1.94,"Neutral"
"BrooklynRoom","Andrea","Boerum Hill",1,95.3253999,338,2.96,"Good"
"Cute and Cozy Bushwick BR","Amanda","Bushwick",1,196.5314282,639,2.2,"Neutral"
"Room available in a 3 bdrm apt!","Katie","Crown Heights",16,249.6822771,368,2.06,"Bad"
"Room 2: Sunny Queen W Private Bathroom & Breakfast","Rehana","Bedford-Stuyvesant",1,92.22336914,391,3.85,"Good"
"1 bedroom apartment in NYC","Matthew","Lower East Side",16,535.2429239,345,3.17,"Neutral"
"Manhattan Club Penthouse Suite","Mario","Midtown",16,531.3009752,316,3.89,"Bad"
"Taste of  the Old World","Walter","Harlem",1,130.0744947,521,4.66,"Good"
"Immaculate townhouse in Clinton Hill, Brooklyn","Sophie","Clinton Hill",1,135.4333388,199,2.43,"Neutral"
"Chelsea Studio for Super Bowl!","Ari","Chelsea",1,287.1178969,397,2.82,"Neutral"
"For Cat Lovers only: Quiet and Calm above subway.","Megan","Harlem",1,262.7041,275,3.02,"Neutral"
"Cheap and Worth it!","Rafael","Elmhurst",5,81.32268496,446,2.71,"Good"
"Cozy Midtown 1BR w/ Doorman near Penn Station by Blueground","Blueground","Midtown",16,536.8413894,415,2.87,"Bad"
"East Village Studio Super location","Sam","East Village",1,287.1178969,357,2.09,"Bad"
"student friendly and cozy in Brooklyn!","Ron","Crown Heights",1,91.20598105,242,3.97,"Good"
"NEW HUGE 2 ROOMS TIMES SQ CHIC NY!!","Nissim","Hell's Kitchen",16,530.8058043,293,2.59,"Bad"
"Cozy Groundfloor Apartment w/Garden","Laura","Crown Heights",16,249.1005085,255,3.3,"Neutral"
"Beautiful & spacious apartment","Fernando","Astoria",5,93.57660143,379,3.79,"Good"
"Sun Filled Oasis","Savannah","Bedford-Stuyvesant",1,93.43776807,311,2.94,"Neutral"
"Large 1BR Columbia University","Vivian","Morningside Heights",16,514.5038591,533,3.03,"Neutral"
"Large room in newly renovated apt","Yuriy","Bedford-Stuyvesant",1,92.88279857,383,3.67,"Good"
"Large Light Filled Apartment","Jessica","Crown Heights",16,248.4875339,369,4.57,"Neutral"
"Cozy, ideal live-work space in the heart of LES!","Alejandra","Lower East Side",16,534.9745684,226,4,"Bad"
"Spring special ~","Latoya","Jamaica",20,240.2736749,182,3.08,"Bad"
"Mid Century Modern 2 Bedroom Apt","Jason","Astoria",5,134.6337653,585,4,"Neutral"
"Large luxury 1 bedroom loft in Gramercy","Shayne","Gramercy",1,288.8169454,584,2.16,"Neutral"
"Studio-Heart of Harlem****","Jodil H.","Harlem",16,512.7367732,644,4.16,"Neutral"
"Comfortable oasis in the heart of Brooklyn","Thorill","East Flatbush",16,510.8851659,178,2.68,"Bad"
"Charming Apartment","Tiffany","Bushwick",1,199.7867722,379,3.65,"Neutral"
"Flatiron studio + dining / sunlight","Ryan","Kips Bay",16,538.0560545,544,4.15,"Neutral"
"Private room in bright, charming LES apartment","Nicole","Lower East Side",16,264.7253146,566,4.31,"Good"
"Great Studio apt, great location in Hells Kitchen!","Rodrigue","Hell's Kitchen",1,281.77707,355,3.46,"Neutral"
"Comfy Room with Private Insuite Bathroom","Diana","Bedford-Stuyvesant",1,92.94746712,223,3.63,"Neutral"
"Upper East Renovated 1 Bedroom","Dan","East Harlem",16,250.2199115,319,4.46,"Neutral"
"1 bed in Chic Apt in Astoria NYC","Raul","Astoria",5,132.0391377,286,3.01,"Neutral"
"Zen Private Bedroom in Brooklyn Gem","Jennifer","Fort Hamilton",1,260.4331389,345,4.85,"Neutral"
"Brooklyn townhouse-2 floors..","Richard","Gowanus",1,201.2633245,472,3.72,"Neutral"
"Charming studio West Harlem / sleep three","Lawrence","Harlem",1,265.2476469,209,3.45,"Bad"
"No better place than Prospect Place","Mareike","Crown Heights",16,517.4655598,621,2.69,"Bad"
"Brownstone Duplex Harlem/Columbia U","John","Harlem",1,265.8136947,289,4.01,"Neutral"
"BEST One Bedroom in the Heart of Manhattan","Scott","Chelsea",1,287.310175,276,2.75,"Bad"
"Heart Of Chelsea Family Vacation","Mikael","Chelsea",16,265.6869209,284,3.29,"Neutral"
"Sunny Private Room at Central Park!","Saint","East Harlem",1,132.8434604,315,2.11,"Neutral"
"BIG, BRIGHT, STYLISH + CONVENIENT","Kerstin","Bedford-Stuyvesant",1,199.8792689,627,2.61,"Neutral"
"Spacious Tribeca loft! Roofdeck & close to trains","Jamie","Civic Center",16,534.5359104,316,4.96,"Neutral"
"MASSIVE zen garden Master BR in Chelsea","Sam","Chelsea",1,149.6713592,210,4.28,"Neutral"
"Clean, cozy and bright room 4 mins from subway!","Ron","Crown Heights",1,91.3457044,327,4.54,"Good"
"Subletting my room (Jan-May)","Eli","Clinton Hill",1,96.85840489,685,3.3,"Good"
"Bright clean apartment in East Village!","Grace","East Village",16,536.549284,687,3.25,"Neutral"
"Time Square cozy room to dream big","Javier","Hell's Kitchen",16,260.0362956,209,2.46,"Bad"
"Great home stay,Manhattan Barclay Center 25minutes","Dadrine","East Flatbush",1,87.44580798,543,3.55,"Good"
"Artist's Ditmas Pk 5 bedroom house","Rick","Flatbush",16,512.1768482,600,1.52,"Good"
"Beautiful big room. Women only","Shira","Borough Park",1,86.37371639,247,3.39,"Neutral"
"Sunny with 2 large bedrooms","Ayanna","Clinton Hill",1,202.5993894,312,2.9,"Neutral"
"LOWER EAST SIDE GEM","Gina","Lower East Side",16,534.1925038,473,2.87,"Bad"
"Private Room in Bushwick! Close to Trains/Buses!","Braden","Bushwick",1,91.78127229,203,3.72,"Good"
"Unique loft in Bushwick - Offices, yoga & roof!","Julie","Bushwick",1,268.8983489,171,2.23,"Bad"
"True 2 bedroom apartment in the heart of the LES","Danielle","Lower East Side",1,286.0941459,188,1.92,"Bad"
"Huge New Basement w/Queen Bed in Bushwick","Noel","Bushwick",1,63.07489648,413,3.98,"Good"
"Private BR in Two-Floor Hip Bushwick Apartment","Alixandra","Bushwick",1,92.92585428,347,3.31,"Neutral"
"Large Bright 1 bdr in newly renovated building","Tiffany","Crown Heights",1,268.5193147,436,3.03,"Neutral"
"Spacious 1BR apt by Prospect Park!","Mont","East Flatbush",1,192.8906515,278,2.45,"Neutral"
"Cozy/Hip LES 2 bedroom, sleeps 2-4","Michael","Lower East Side",1,286.0941459,201,2.1,"Good"
"Clean Affordable  Room #4","Jannices","Bushwick",1,89.50738278,379,2.74,"Good"
"Spacious Studio in Midtown Manhattan","Mia","Midtown",1,285.4709931,169,2.61,"Bad"
"Affordable 3 beds / 2 baths Grand central gem","Larisa","Murray Hill",1,287.5044151,878,2.37,"Neutral"
"Crown Heights Nice","Joslin","Crown Heights",1,196.0371079,248,1.95,"Bad"
"THE LIGHT ROOM","Michael","Bushwick",1,197.2908823,539,4.23,"Good"
"Ensuite in Duplex Brownstone with Private Terrace!","Andrew","Harlem",1,263.0895245,256,2.58,"Bad"
"Large private 2 bedroom near Union Sq .","Shirley","East Village",16,266.1903205,377,3.14,"Neutral"
"Big bedroom in Brooklyn!","Liz","Greenpoint",1,138.9791091,324,4.37,"Good"
"Comfortable Room w/ 1 Full Bed (1FL)","Shirley","Flushing",5,78.770164,218,1.86,"Neutral"
"Cozy room in  Downtown Brooklyn.","Lawson","Boerum Hill",1,95.43949264,435,3.43,"Good"
"Suite1442","Norga","Bedford-Stuyvesant",1,196.642563,235,1.76,"Neutral"
"Amazing room for Memorial day weekend only!","Brandon","Maspeth",5,83.32314916,240,2.84,"Neutral"
"1BR Clinton Hill Apt Beautiful Garden - Video","Vernon","Clinton Hill",1,273.3161556,471,2.47,"Neutral"
"Designer Studio in the Heart of Harlem","Brinton","Harlem",16,247.4421337,462,3.05,"Neutral"
"Sonder | Wall Street | Simple 1BR + Kitchen","Sonder (NYC)","Financial District",1,281.9188476,175,3.05,"Bad"
"Master Bedroom in Quaint French Neighborhood","Mørgan Keon","Gowanus",1,94.74827388,305,3.07,"Neutral"
"Chez Jazzy Midtown East","Chez","Midtown",16,533.04043,641,3.31,"Neutral"
"Affordable Midtown East 2 bedrooms/2 bathrooms","Dima","Midtown",1,282.796156,207,3.85,"Bad"
"LES private apt, 1 bedroom & more","Blue","Lower East Side",1,285.646876,389,2.09,"Bad"
"Spacious Room in Upper Manhattan","Jessica","Harlem",1,130.5128861,284,3.08,"Neutral"
"Premier room D in upper west side NY, Columbia","James","Morningside Heights",1,130.0462615,201,3.22,"Good"
"AMAZING DESIGNER TIMES SQUARE APARTMENT- BEAUTIFUL","Charly","Hell's Kitchen",16,532.3382632,326,3.39,"Bad"
"Brand new beautiful one bedroom apartment","Yi","Flushing",5,156.1857735,438,4.26,"Neutral"
"Private room in the middle of NYC! LES/Chinatown","Alice","Chinatown",16,263.6013217,394,4.12,"Neutral"
"Kosher Basement Apt. for men in Crown Heights","Yosef","Crown Heights",1,89.46690368,309,4.46,"Good"
"Charming sun drenched sanctuary","Johnny","Bedford-Stuyvesant",1,200.1934339,329,3,"Neutral"
"Renovated 2bedroom apt by Grand Central, sleeps 6!","Shir","Midtown",16,264.0410497,452,3.03,"Neutral"
"West 16th street, Charming Svced 1bd Apt","Ken","Chelsea",16,536.9397565,616,3.72,"Neutral"
"COZY COLORFUL CITY PAD BY ALL TRANSPORTATION LINES","Tk","East Village",1,286.833094,497,3.89,"Neutral"
"Elmhurst整套豪华公寓","祥茵","Elmhurst",20,246.4932034,545,2.62,"Neutral"
"Peaceful loft","Dave","East Harlem",1,132.7205,189,3.25,"Neutral"
"2 Bedrooms and a Comfy Couch On Washington","Cathleen","Crown Heights",1,93.1003643,251,3.18,"Neutral"
"Homey and modern 1BR","Langston","Long Island City",5,88.3737512,328,2.51,"Neutral"
"★Large Full Floor Apartment in Heart of Times Sqr★","Bledar","Hell's Kitchen",1,283.1757606,501,4.15,"Neutral"
"1785 The Oldest Row House in New York.","Ross","Chinatown",16,534.2777407,235,2.8,"Neutral"
"Best Apt in Queens! 3 people! Metro and everything","Qiongyao","Elmhurst",5,81.42429126,390,2.82,"Good"
"Best Midtown Location! 5 Bedrooms!","Kam","Flatiron District",16,538.478218,568,2.67,"Bad"
"Large Sunny Apartment-By Subway-Lower East Side","Kevin","Lower East Side",16,534.6227964,298,3.37,"Bad"
"Spring in Bed Stuy","Angela","Bedford-Stuyvesant",1,195.4508324,325,2.7,"Neutral"
"Beautiful 1BR in East Village!","Camille","East Village",16,536.4529016,299,3.82,"Bad"
"Home Away from Home - Manhattan","Genevieve","East Harlem",1,133.0738845,540,2.22,"Neutral"
"Luxury One Bedroom Suite","Shamaine","Flatbush",1,128.8890255,371,2.99,"Good"
"Excellent Double Room","Lay","Bedford-Stuyvesant",1,92.81863656,554,3.56,"Good"
"Sonder | Stock Exchange | Classic Studio + Kitchen","Sonder (NYC)","Financial District",1,281.8478047,359,2.5,"Neutral"
"Great room with awesome amenities!","Johnny","Bedford-Stuyvesant",1,270.1596111,496,2.56,"Neutral"
"Cozy Home w/Private Garden&Hot Tub!","Brandon","Chelsea",16,534.7978306,208,3.87,"Bad"
"Ideal Downtown Brooklyn 1 Bedroom","James","Boerum Hill",1,136.8086737,246,3.21,"Neutral"
"One Bedroom Apt Near Central Park","Abigail","Morningside Heights",16,516.0220777,338,2.96,"Bad"
"New York Wall St.  RH29","Ron","Financial District",16,260.551085,162,2.82,"Bad"
"Gorgeous Views in a Shared Space","Ess","Financial District",16,200.3255313,594,2.81,"Neutral"
"cozy room, close to trains, explore brooklyn!","Arika","Crown Heights",1,195.3923911,453,2.21,"Neutral"
"1 Private Bedroom w/ private bath","Isoke","Bedford-Stuyvesant",1,133.0103886,408,2.53,"Neutral"
"Cozy 4 bedroom duplex in NYC borough of Brooklyn","Charmine","Crown Heights",1,194.5087745,365,2.55,"Neutral"
"Room for rent for 2 Free parking pets welcomed","Carlos","Flushing",5,77.71838166,231,2.99,"Neutral"
"Brooklyn Style 5 BR Apt in Bedstuy Madison","Nina","Bedford-Stuyvesant",1,196.487351,201,3.89,"Neutral"
"Quiet and Spacious Bedroom by the Astoria Park","Manca","Ditmars Steinway",5,84.90305998,182,3.16,"Neutral"
"Charming room Newly Renovated Apt30 mins from city","Motlaq","Borough Park",1,86.81363005,613,2.07,"Good"
"Cozy 1-Bedroom Apartment in Harlem","Haydenn","Harlem",16,513.0413248,287,3.22,"Bad"
"Brooklyn Nook perfectly located!","Matt","Greenpoint",1,207.0082331,250,3.79,"Good"
"Modern Lower East Side Apartment","Ross","Lower East Side",16,264.2657755,252,2.98,"Bad"
"Venerable Chelsea Loft (Small Br)","Austin","Chelsea",16,538.1607577,447,3.31,"Bad"
"Modern, spacious NYC apartment","Adam","Chelsea",16,534.2777407,379,3.5,"Bad"
"Spacious bedroom with washer and dryer unit.","Keith","Harlem",1,129.716581,627,3.28,"Good"
"Clean Cozy Room, close to Subway Shops Restaurants","Hua","Forest Hills",5,79.41942336,634,4.84,"Good"
"Convenient and cozy room in Brooklyn, 2345 trains","Michela","Crown Heights",1,91.31052524,217,3.4,"Neutral"
"Spacious & Bright: 1 BR Midtown!","Stephen","Midtown",16,532.7247934,474,3.16,"Bad"
"Modern LOFT  in Fort Greene","V And J","Clinton Hill",1,202.7575121,399,2.8,"Neutral"
"New bedroom in nice apartment. Close to hospital!","Maria","East Flatbush",1,87.91562381,396,3.93,"Good"
"Single family BBQ - 15 min to midtown","Sarah","Astoria",5,168.4791439,503,2.78,"Neutral"
"Private room in a high floor apt","Kamini","East Harlem",1,131.1775441,428,3.22,"Good"
"Comfy & Cozy in Best Hood in Bk","Alexandra","Fort Greene",1,96.43630284,347,4.75,"Good"
"Cozy 2 bedroom in heart of LES","Kara","Lower East Side",16,535.3332549,773,2.31,"Neutral"
"Charming 1 Bedroom Apartment (Discounted)","Donna","Kips Bay",16,537.6427089,304,3.2,"Bad"
"Beautiful, cozy, Penthouse Studio in Astoria/LIC","Cris","Astoria",20,519.3987201,581,3.83,"Bad"
"Inwood-at the foot of the Cloisters","Viva","Inwood",1,259.3129841,654,1.52,"Neutral"
"Cozy Bed in  Musician housing  (4/20 friendly)","Shemar","Bushwick",1,61.71352736,501,1.53,"Good"
