id,name,host_name,neighbourhood,floor,price,footage,avgreview
18104,Spacious West Village Studio Apt,Kate,West Village,1,286.3678219,399,2.69
18105,Comfortable and Large Room,Kay,Flatbush,1,87.37912394,479,2.92
18106,Kid Friendly Central Park West Apt.,Suzette,Upper West Side,1,268.9759511,414,3.74
18107,Private room/Upper Manhattan,Nick,Harlem,1,128.2761624,303,2.03
18108,"Quaint, Quiet 1BD",Mohini,Williamsburg,1,141.3829216,299,2.91
18109,Sunny Charming Private 2BR Apartment in UES,Jasmine,Upper East Side,1,136.2774024,339,2.44
18110,"Private, Beautiful Upper Eastside Townhome",Thomas,Upper East Side,2,140.8614008,198,3.25
18111,Great Apartment in the Heart of East Williamsburg,Alexander,Williamsburg,1,97.09317942,385,2.78
18112,Private room+bathroom Only 20mins to Midtown NYC!,Gaurab,Woodside,5,84.71582339,365,3.58
18113,Upper East Side Apartment,Ken,Upper East Side,1,272.4230348,252,2.79
18114,Apartment near Upper East Side,Jeremy,East Harlem,1,270.5762356,214,2.34
18115,"Nice,Safe&Quiet Great Value Room",Aleksey,Sunset Park,1,88.9502979,270,4.16
18116,Charming 1 Bedroom Garden Apt!,Alex,Bedford-Stuyvesant,1,194.7749131,307,3.81
18117,Convenience and Privacy in this shared apartment,David,Upper East Side,1,136.9704835,205,3.62
18118,Sunny Private Studio-Apartment,Alexandra,East Harlem,1,267.0538359,470,2.64
18119,"Spectacular Duplex 4Bdr 3Bath Lincoln C 2,000 Sqft",Jessica,Upper West Side,17,525.7509453,250,3.22
18120,Spacious Williamsburg 2 Bedroom w/ Balcony & W/D,Diana,Williamsburg,1,205.7498482,433,3.48
18121,Huge West Village Loft in Luxury Building,Dylan,West Village,16,535.2429239,428,1.86
18122,A Bedroom in a Kosher Appartment,Johnathan Boev,Rego Park,5,86.84778082,526,2.53
18123,Beautiful Apartment with Garden Access,Susanne,Prospect Heights,1,134.1377335,283,2.84
18124,Luxury One Bedroom UWS,Mat,Upper West Side,16,519.3695829,169,4
18125,Modern 1 BR + terrace in Gramercy,David,Kips Bay,1,288.7127932,204,3.39
18126,Private room in Center of Manhattan,Anthony,Hell's Kitchen,16,533.04043,175,2.35
18127,"Modern, luxurious spacious room in East Village",Karim,East Village,16,264.96028,262,3.09
18128,Bushwick Room & 2 Awesome Roomies,Shannon,Bushwick,1,89.46690368,566,2.04
18129,Cozy Home 家 5,Anting,Greenpoint,1,103.3818191,607,1.57
18130,East Williamsburg Room near L train,Reid,Williamsburg,1,96.15418675,237,3.88
18131,"Renovated 2BR in trendy Williamsburg, Brooklyn",Barbara,Williamsburg,1,207.9718135,364,3.75
18132,Zen Den 1BR Uptown Oasis,Matthew,Washington Heights,1,259.7876322,183,2.4
18133,"Large room in sunny Williamsburg apt, HUGE BALCONY",Guy,Williamsburg,1,96.27857971,278,4.05
18134,Cozy 1BR in Historic Harlem,Hunter,Harlem,1,264.0759043,254,2.43
18135,Spacious Room in the heart of Manhattan,Mariluz,Midtown,1,150.1990823,272,3.21
18136,1BD brownstone apt in Fort Greene!,Lauren,Fort Greene,1,201.6920307,243,4.08
18137,Centrally located private home in flatbush,Debbie,Flatlands,1,189.3976554,308,2.49
18138,"Clean, Modern, Minimal Bedroom",John,Greenpoint,16,528.0640169,659,2.56
18139,Cozy & modern 1 br apt in Brooklyn,Herby,Prospect-Lefferts Gardens,1,193.9525447,261,3.11
18140,Cozy and Comfortable Studio Apartment,Iris,Corona,5,160.3839059,178,3.83
18141,"Modern, Comfortable and Clean Bushwick Apartment",Catherine,Bushwick,1,91.10290244,313,2.47
18142,Murray Hill / Midtown East Studio,Samantha,Murray Hill,16,536.1666603,470,2.58
18143,Spacious private bedroom with high ceilings,Dier,Bedford-Stuyvesant,1,92.1642591,677,2.17
18144,"Eclectic Love Boat, ""VACILANDA"" Far Rockaway",Kathryn,Arverne,5,153.4608289,530,3.41
18145,Creative Director's Chinatown Loft,Todd,Chinatown,1,285.2968013,225,3.54
18146,"Upper West Side, NYC. Near 72nd 1,2,3",Michelene,Upper West Side,16,525.0268906,351,2.38
18147,New Luxury Brooklyn Apartment Near Manhattan,Jon,Crown Heights,1,195.5491291,624,4.94
18148,Heart of the West Village!,Meg,West Village,1,286.3678219,547,4.14
18149,Two Doubles in Historical Central Park Hotel,Park Central,Midtown,1,144.3704414,266,2.98
18150,Comfortable room 30/35 minutes to Manhattan,Luis,Bedford-Stuyvesant,1,88.90089235,381,3.56
18151,Private Bedroom & Living Room in Williamsburg,Gabe,Williamsburg,1,101.4501985,439,3.83
18152,Financial District Luxury Loft,Coral,Financial District,1,281.0862428,262,4.35
18153,3 private bedrooms in historic Harlem brownstone?,Rumiko,Harlem,16,513.3591704,336,4.65
18154,Groovy Two Story Garden Apartment,Joe & Michael,Bedford-Stuyvesant,1,196.4434868,410,1.71
18155,Super cozy Chic - Brooklyn - Williamsburg,Medina,Williamsburg,1,204.5513209,341,2.96
18156,"10mins to Manhattan, 59th St, 17mins Times Square.",DeLex,Astoria,5,200.7826345,356,2.38
18157,Cosy room in Williamsburg,Clara,Williamsburg,1,97.1271614,290,2.18
18158,CHELSEA CENTRAL LUXURY 2BATHS,Danilo & Larissa,Chelsea,1,283.7218676,462,2.77
18159,Comfortable clean Bedstuy private room,Angela,Bedford-Stuyvesant,1,269.900266,224,2.12
18160,Brooklyn Flat in Historic Row House,Velma,Bedford-Stuyvesant,1,268.3717621,454,2.29
18161,King Sized Bed Park Slope,Ryan,Gowanus,1,92.40340659,358,4.96
18162,"Bright, spacious, and inviting home away from home",Lauren,Upper East Side,1,280.1033066,182,4.76
18163,Spacious and clean 1 bedroom - Brooklyn,Tessa,Bushwick,1,197.9353879,357,2.74
18164,Charming one BR apartment in heart of Nolita/SoHo,Christina,Nolita,1,286.5525419,187,2.07
18165,Tremendous East Village Apt!,Zach,East Village,1,146.609558,411,3.17
18166,BRIGHT CHARMING STUDIO ON UPPER EAST SIDE,Inna,Upper East Side,16,526.6208072,423,2.89
18167,Cozy 1 Bedroom on the Upper West Side,Robert,Upper West Side,16,527.1041722,242,3.92
18168,Private room in Williamsburg close to subway,Katia,Williamsburg,1,97.43812215,236,3.99
18169,*NO GUEST SERVICE FEE* Beekman Tower Studio Suite  #12,Red Awning,Midtown,2,283.8811414,374,3.69
18170,Nicely furnished room in a spacious apartment,Dilini,Prospect-Lefferts Gardens,1,89.50738278,562,3.57
18171,Great place in Chelsea/West Village,Kudjo,West Village,1,287.310175,230,2.98
18172,Nice & cozy room located in Manhattan apt!!,Miryan,Harlem,16,244.865462,548,2.29
18173,"Bright 1BR near Times Sq w/ Indoor pool, Doorman by Blueground",Blueground,Theater District,1,285.4709931,702,4.25
18174,Studio near Time Square,Jeniffer,Hell's Kitchen,1,281.6365172,565,4.64
18175,"*NEW*6 BED BROOKLYN DUPLX,15 MIN TRAIN RIDE 2 CITY",Brendan,Bushwick,1,195.1625616,437,4.22
18176,Private Room in Meatpacking/Chelsea,M,West Village,1,147.4891531,295,3.75
18177,Sunny 2 bedroom in Prospect heights + terrace,Chiara,Crown Heights,1,198.1426042,225,2.13
18178,Cozy with Great location !!,Nora,Sheepshead Bay,1,124.8203804,385,3.06
18179,Perfect Nolita apartment,Peter,Nolita,16,536.072203,276,2.69
18180,Sunny and Spacious Bedroom in the East Village,Fayth,East Village,1,148.9931172,789,2.3
18181,Charming & Spacious Loft in Clinton Hill,Elsa,Clinton Hill,1,202.3275447,861,2.06
18182,Minimalistic en suite in Bushwick,Gina,Bushwick,1,93.07834803,393,3.18
18183,New 2 Bedrooms Apt Right in Times Square,Tom,Theater District,1,284.5332267,525,3.06
18184,Cozy Brooklyn Apartment,Grace,Clinton Hill,1,200.0982269,289,2.28
18185,"Large, sunny Williamsburg room",Bailey,Williamsburg,1,201.3690194,247,2.38
18186,"Central Park S. Doorman, elevator, laundry, bedroo",James,Midtown,1,143.6583428,324,3.9
18187,2 bedroom tourist heaven with outdoor space.,Ali,Long Island City,5,170.1274956,272,4.97
18188,"Sunny, spacious 1 Bedroom Apt in the East Village",Danielle,East Village,1,287.9987989,191,4.11
18189,Private Bathroom & Bedroom in Williamsburg,Joel,Williamsburg,1,98.20148759,226,2.96
18190,*ON SALE* West Village 2BR base to discover NYC,Catarina,West Village,1,286.9275512,389,3.83
18191,"Studio in Chelsea, New York",Bernardo,Chelsea,16,537.3383217,196,4.02
18192,Luxurious Quiet Apartment in the Heart of Harlem,T,Harlem,16,244.9687699,435,4.26
18193,EXTRA LARGE PRIVATE BEDROOM! TRIPLE SIZE CLOSET(B),Mel,Crown Heights,1,90.22128421,179,3.64
18194,The Nolita - A One Bedroom Apartment,Jacqueline,Nolita,1,286.6455928,419,3.81
18195,Cool and spacious room-Approx 150 yard from LTrain,Michael,Bushwick,1,193.0623188,445,3.3
18196,Entire huge 2BR Apt in East Village - Aug. 14-27!!,John,East Village,16,536.072203,279,4.29
18197,"Great place, safety lovely convenient location",ゆりあ & Fredy,Upper East Side,16,252.378546,667,3.63
18198,Cosy one bedroom apartment in Hells Kitchen,Laure,Hell's Kitchen,1,282.0618661,193,3.54
18199,Manhattan Condo at Midtown 45,Nadine,Midtown,16,264.5706145,197,2.41
18200,CBG# 4Tiny room w/ huge window/AC,Lisel,Park Slope,16,251.0357623,371,2.68
18201,Clean apartment-styled space. 10min from JFK.,Daré,Rosedale,5,75.98008521,298,3.17
18202,Planta Baja Studio,Paula,Bedford-Stuyvesant,1,199.7561162,151,3.19
18203,Upscale and charming West Village Pied a terre,Mark And Annunziata,West Village,16,534.9745684,687,3.75
18204,Grand Suite Floor Thru in Artist's Duplex loft,Sabina,Bedford-Stuyvesant,1,93.23369977,399,3.62
18205,Beautiful Bushwick Studio Intimate Gatherings,Karen,Williamsburg,1,201.4756929,179,2.84
18206,Pleasant studio Chelsea (Manhattan),Michael,Chelsea,16,535.6069309,203,2.03
18207,Luxury 2BR loft near Empire State Building,Emily,Midtown,1,289.3460609,315,2.12
18208,"Cozy 1 Bedroom in Brooklyn, near park and shops",Maureen,Crown Heights,1,194.1004154,449,2.61
18209,Room in BushBurg Apt w/ Rooftop,Jordan,Williamsburg,1,271.1689336,376,2.56
18210,Modern Williamsburg Loft,Maria,Williamsburg,1,206.3649279,219,3.65
18211,Spacious apartment in Brooklyn,Ashfia & Amir,Clinton Hill,1,199.4841033,386,3.51
18212,Steps from Times Square and Central Park,Manhattan At Times Square,Theater District,16,262.8959678,519,3.5
18213,Cozy waterfront studio in downtown Manhattan.,Daniela,Battery Park City,1,282.4249497,383,3.48
18214,Quintessential New York Apartment,Tommy,Upper West Side,1,136.9054469,255,3.17
18215,Sunny Elegant and Big Room!,Boris,Bedford-Stuyvesant,1,199.0744327,197,3.08
18216,Spacious New York bedroom!,Kathryn,Washington Heights,1,125.9543023,302,2.7
18217,Perfect apartment for 2 (in Manhattan),Nompakamiso,Upper East Side,16,524.5198847,549,3.65
18218,"Big Cozy room in Greenpoint, 5 mins from G train.",Ken,Greenpoint,1,101.8037424,662,1.61
18219,The corner house,Phil,Bedford-Stuyvesant,1,199.9725664,362,4.04
18220,Cheap & Basic Temporary Airbed Room,Champson,Elmhurst,5,87.75122381,603,4.06
18221,Bed-Stuy Brooklyn Garden Apartment,Gregory,Bedford-Stuyvesant,1,196.7324527,206,3.73
18222,The Terraces,Greg,South Slope,1,132.1707111,415,4.28
18223,SpaHa Studio Monthly Rental,Blanca,East Harlem,16,518.2410639,278,2.99
18224,"Quaint, sunny, and quiet room overlooking garden.",Amey,Sunnyside,5,87.00635796,324,2.76
18225,Oasis on Saratoga,Jermaine,Crown Heights,1,193.4790599,343,2.03
18226,Charming room in upper Manhattan,Rachel Leigh,Harlem,1,127.8680155,204,2.47
18227,Amazing 6 bedrooms on two floors in Williamsburg,Elnadiv,Williamsburg,1,203.2031666,344,2.75
18228,Vintage Brooklyn Room 1 minute to Subway,Kieu,Bedford-Stuyvesant,1,94.45986881,201,3.94
18229,Private Room in Light-Filled Loft,Sarah,Bushwick,1,93.01264823,451,4.7
18230,"Sizable UWS 1BR w/ Open kitchen, Doorman + Gym by Blueground",Blueground,Upper West Side,16,526.1534948,246,3.58
18231,Private roof deck - 18 min subway to Manhattan,Maayan,Bushwick,1,195.2575673,406,2.95
18232,Spacious Private Studio- 15 min ride to Manhattan!,Fernando,Sunnyside,5,167.3757758,649,3.6
18233,5 STARS***MIDTOWN EAST-BRAND NEW!!!,Mike,Midtown,16,534.7978306,242,3.22
18234,Spacious 1 Bedroom in the Heart of Greenpoint,Paul,Greenpoint,1,210.6551309,375,4.95
18235,Bedford Stuyvesant Urban Hang Suite,Diavanna,Bedford-Stuyvesant,1,270.3065248,203,3.26
18236,Great 2 bedroom on The Upper East Side,Vered,Upper East Side,16,524.207206,365,3.14
18237,"Bright, Spacious 1 Bedroom in the East Village",Jessica,East Village,16,534.2777407,387,2.99
18238,⭐$1.6 MILLION CHELSEA FLAT⭐LUXURY AND LOCATION!,Oliver,Chelsea,1,287.7995203,262,2.11
18239,West Village Apartment,Petter,West Village,16,535.6069309,455,2.75
18240,Queen Sized Bedroom with Frontal Ocean View,Nikki,Brighton Beach,1,83.49897888,332,2.65
18241,"Minimalist, Designer Apt Flooded with Sun & Views",Tiffany,Clinton Hill,1,198.5704597,220,3.21
18242,Celebrity Home Artistic Master Bdrm,DuChess,Queens Village,5,82.35764321,220,3.67
18243,STUDIO in Wyndham Midtown 45 New York City!,Chayla,Midtown,2,147.0429662,368,2.91
18244,Brooklyn Apartment,Oded,Bushwick,1,267.7576275,245,2.59
18245,Private room in a  two bedroom apt,Laura,Upper East Side,16,255.1795424,169,3.58
18246,"Cobble Hill Retreat, 1-Bedroom Garden Apartment",Anne,Cobble Hill,1,136.8408279,211,2.37
18247,Prime Williamsburg duplex Bedford L,Julia,Williamsburg,1,207.6817522,310,3.3
18248,"Private apartment with a view, stunning location.",Alfredo,Flatbush,1,190.562455,303,4.05
18249,Great Small Room 15 Minutes From Time Square,Emad,Harlem,16,245.5149673,393,3.76
18250,Cozy and renovated one bedroom apartment,Mariano,East Harlem,16,515.759324,283,2.8
18251,Fraud,Тest,Lower East Side,16,202.4639706,299,2.8
18252,3 br 80s light loft in Lower East Side / Chinatown,Luke,Lower East Side,1,284.0418932,455,3.57
18253,Spacious Private Room in Crown Heights,Chris,Crown Heights,1,197.8333965,433,3.25
18254,Brooklyn duplex 10 mins to U Square,Fabiano,Williamsburg,1,201.3336797,432,3.51
18255,Glam Private Bedroom 6 stops to Time Square,Brooklyn,Harlem,1,129.8382734,295,4.11
18256,New construction in Gramercy with rooftop and gym!,Matt,Gramercy,16,537.540718,228,3.4
18257,Design-Infused Two Bed Beauty in Fort Greene,Marlene,Fort Greene,1,202.4045913,508,2.42
18258,"""I LOVE BROOKLYN""  Newly Renovated Studio APT.","R, J",Bedford-Stuyvesant,1,198.4347833,187,3.98
18259,Lovely East Village Apartment,Kelly,East Village,16,536.549284,357,3.41
18260,The real New York experience,Nat,Bushwick,1,93.789172,198,4.46
18261,Brooklyn Oasis 20 Min to Manhattan,Marisha,Bushwick,1,89.67185844,423,1.78
18262,Near Times Square and Hell's Kitchen,Claude,Hell's Kitchen,1,146.609558,344,3.98
18263,Old Brooklyn Charm,Lee,Clinton Hill,1,200.2573693,397,4.4
18264,Gorgeous large 1 bedroom apt for March- April.,Marek,Washington Heights,16,508.9530784,181,2.28
18265,BSM.1. Shered room for 4-5 guests,Levi,Prospect-Lefferts Gardens,1,60.80533733,447,2.98
18266,Spacious room in Union Square near subway,Mariana,East Village,16,537.7452338,466,4.29
18267,Treasure of Harlem: Balcony View and Fun Hosts,Jacqueline,East Harlem,16,247.8881072,389,2.59
18268,"Nice small room for 1 person, near Times Square!",Eugene,Theater District,1,148.1049432,566,2.96
18269,Private Room in Harlem,Alison,Harlem,1,128.5802107,361,4.63
18270,"HUGE warm sunny room in Clinton Hill, Brooklyn",Zahava,Bedford-Stuyvesant,1,95.76049931,497,4.74
18271,Cozy Contempo Rustic Chic (stay w/a local artist!),Tony,Bushwick,16,250.1535104,226,4.13
18272,Park Avenue Haven,Anna,East Harlem,16,250.9385021,264,4.01
18273,Midtown Manhattan - Cozy Triple Room,Erin,Chelsea,1,148.5025107,201,3.71
18274,Cozy studio w/kitchen & bathroom. Great location,Elena,Upper East Side,1,271.7278646,456,2.79
18275,SPACIOUS BEDROOM PARK SLOPE BROOKLYN,Erik,Park Slope,1,91.81872615,314,2.9
18276,"Large, Open, Beautiful Apartment",Christopher,Clinton Hill,1,200.4514385,281,2.66
18277,"Beautiful, bright and spacious home",Daniella,Crown Heights,1,195.1248572,412,2.05
18278,Common Area + Room in Spacious Loft-Like Apt.,Madeline,Crown Heights,1,62.73785725,334,2.18
18279,Fort Greene Retreat on the Park,Blaise,Fort Greene,1,203.2859474,371,2.67
18280,"Chelsea NYC luxury 2 bed/2 bath, garden apt",Kris,Chelsea,17,537.237908,419,2.34
18281,Iconic NYC Brownstone Apartment on Upper East Side,Lauren,Upper East Side,16,526.4111789,460,2.9
18282,Luxury Studio Apartment near Central Park,Luis,Hell's Kitchen,1,281.2903911,236,2.27
18283,Charming 3BR w/Private Backyard. 15min to Manh,Andrey,Bedford-Stuyvesant,1,197.3630777,279,2.61
18284,Cozy room in 3 BR Williamsburg apartment,Charlotte,Williamsburg,1,101.4501985,380,2.88
18285,Fully Furnish Fancy Alcove Studio in Manhattan,Sonia,Upper East Side,16,524.8866688,350,3.29
18286,Lovely Studio in Brooklyn with Rooftop & Garden,Mehdi,Bedford-Stuyvesant,1,196.9610851,175,4.49
18287,"Walk to the ""US OPEN""!",Renee,Flushing,5,157.7039816,337,3.7
18288,One bedroom; private house; great location,Judy,Whitestone,5,78.18094075,246,3.36
18289,1bdr in luxury 2bdr apt - 45 floor,Francesco,Theater District,16,534.885985,189,2.55
18290,Big Clean well-lit 2br by the subway in WaHi NYC!,Brad,Washington Heights,1,261.5442772,168,4.75
18291,★Affordable Clean Private Room#1 in Hell' kitchen★,Kita,Upper West Side,16,258.9597489,222,2.09
18292,PRIVATE SUNNY ROOM IN BUSHWICK! ,Viva,Ridgewood,5,92.00878356,367,3.51
18293,Beautiful new 2 bed in East Williamsburg,David,Bushwick,1,198.0903906,164,4.62
18294,SPOTLESS  bedroom separate entrance  paid parking.,Jimmy &Cindy,Flushing,5,187.9183376,205,3.84
18295,Room + movie theater/gym/roof - 1 block to subway!,Laura,Bedford-Stuyvesant,1,94.82854444,244,2.31
18296,Connected rooms with single twin bed per room,Ying Hua,Borough Park,1,88.57739338,168,2.19
18297,Queen size room in Brooklyn,Christine,Bedford-Stuyvesant,1,269.8435046,170,2.14
18298,Sunny Private Rm in Bushwick,Kristen,Bushwick,16,517.3937288,273,2.85
18299,"Great energy, XL,clean, plants, comfortable bed,",Raz,Harlem,16,245.5609297,440,2.93
18300,Comfy  Cozy,Joseph,Fort Hamilton,16,509.5401649,386,2.61
18301,Hotel like stay in beautiful Brooklyn,Adam,Prospect Heights,1,198.9887017,222,4.61
18302,Cozy bedroom in South Harlem’s restaurant row,Frederic,Harlem,16,516.5070642,461,3.63
18303,Great studio apt in midtown west!,Aaron,Chelsea,1,286.4599527,253,2.7
18304,Cozy Master Bedroom 5 minutes from JFK,John And Colleen,Springfield Gardens,5,76.54943493,425,2.66
18305,CHEAP & CONVENIENT,Christine,East Harlem,1,270.4555164,398,3.54
18306,"Modern,Elegant,Private,with parking spot,safe area",Safa,Fort Hamilton,1,189.8129965,632,3.49
18307,TRIBECA/SOHO 2 BEDROOM LUXURY LOFT,Roberto,Tribeca,17,535.0635839,195,1.63
18308,1 Bedroom in prime Flatiron,Eziah,NoHo,16,537.1380119,762,2.41
18309,COZY GEM,Monique,Harlem,1,129.4798744,408,3.63
18310,Classic pre-war NYC apartment.,Daniel,Inwood,1,259.1728839,311,2.17
18311,Central Park North Room,Hongzhi,Upper West Side,1,132.3821155,620,2.89
18312,HouseOfGrace,Sien,East Village,16,264.2657755,341,3.45
18313,Safe room in a quiet neighborhood. Near Manhattan!,Kazuya,Sunnyside,5,86.40374395,251,4.57
18314,Spacious & Charming by Prospect Pk,Todd,Prospect-Lefferts Gardens,16,247.0376029,555,2.44
18315,Studio aprtmnt for ONE  located in upper Manhattan,Shanta,Washington Heights,1,261.5140681,154,3.06
18316,W 70s BR in Classic UWS Building,Kevin,Upper West Side,16,256.1572231,177,2.33
18317,Empty private place to crash for the night,Stanley,Ridgewood,5,83.49954472,192,3.81
18318,Private Bedroom in Queens at St. John's University,Andrew,Jamaica Estates,5,77.72548473,565,2.6
18319,Cozy house in Sunnyside gardens,Fatima Vélez,Sunnyside,5,167.7688046,246,2.94
18320,Upper East Side Studio Apartment,Nicole,Upper East Side,16,527.1041722,272,3.65
18321,Queen Studio Room In Boutique Hotel,Alec,Gowanus,1,94.56368251,682,2.15
18322,Large room in Prospect Park,Kyle,Flatbush,1,89.01261121,338,2
18323,Cozy Room in Crown Heights,Cristina,Crown Heights,1,90.6724343,165,3.81
18324,"*Solo NY Explorer | Comfy, Quiet Space",Fulani,Ridgewood,5,82.27770262,705,4.33
18325,"NEW elegant 2brm 2bath
Loft .",James,Greenwich Village,1,287.2137926,305,3.72
18326,Upper East Side room with full size bed,Janna,East Harlem,16,250.5138961,221,3.79
18327,❤️ Charming and Quiet NYC Guestroom ❤️,Lily,Middle Village,5,81.14331856,491,3.72
18328,1 Bedroom in a Modern Mid-Town Apt,Angela,Midtown,16,535.0635839,311,3.98
18329,"Gorgeous Park Slope, BK triplex 4BD",Andrij,Park Slope,1,132.4016224,383,3.27
18330,Subarriendo apartamento enero  febrero 2018,Cristhian,Astoria,5,200.2894774,223,4.5
18331,Sunny and Spacious Apartment With Private Terrace!,Corey & Anna,Prospect Heights,1,197.9867846,614,4.96
18332,SUPER COZY 2 BEDS IN BEST PART OF CHELSEA!!,Beatriz,Chelsea,16,534.0232417,619,2.9
18333,Private Room in Sunny Williamsburg location,Dana,Williamsburg,1,98.46846425,239,4.06
18334,Botanical Home,Olga,Springfield Gardens,5,76.44849113,305,2.73
18335,"Private patio, sunlight filled, gorgeous studio!",Alli,Williamsburg,16,259.0634489,550,3.85
18336,Madison Avenue 3 Room Loft,CRNY Monthly Rentals,Midtown,1,289.239109,196,3.07
18337,Brooklyn palace,Richard,Bushwick,1,199.0171999,164,2.9
18338,2 BR modern apartment in historic Harlem,Mark,Harlem,16,514.2676917,272,2.81
18339,Tiny (but comfy!) Private room Manhattan,Charles,Washington Heights,16,243.1834451,431,3.89
18340,A lovely taste of Brooklyn with this small bedroom,Vika & Josh,Bedford-Stuyvesant,1,91.56033966,244,3.51
18341,3 bedroom in the heart of the west village,Lauren,West Village,16,535.2429239,473,2.36
18342,Luxurious Three Bedroom,Alexis,Harlem,1,262.8383837,777,4.33
18343,Private room with a private backyard,Jaafar,Bedford-Stuyvesant,1,95.21267355,583,3.44
18344,Sunny modern oasis near THE Park,Nadine,East Harlem,1,133.4432891,223,3.2
18345,Spacious Private Room + Full Bath!,Jacob,Bushwick,1,99.44828752,232,2.29
18346,Large 1 bedroom apt - can sleep 4,Meghan,East Harlem,16,518.3457677,356,3.1
18347,Magic Waters - Brooklyn Refuge,Paul,Bedford-Stuyvesant,1,194.8655822,215,3.38
18348,Lovely private bedroom in Manhattan,Andres,Inwood,1,124.7232213,192,2.42
18349,WHOLE LARGE 1-BEDROOM APARTMENT,David,Washington Heights,16,509.1316271,304,3.6
18350,Cozy apartment with a huge back yard.,Chelsea,Bedford-Stuyvesant,1,89.72761192,250,1.64
18351,"Lovely Bdr in Harlem, Manhattan",Carmel,Harlem,16,246.4531416,249,3.98
18352,Cozy Magical Room in the Heart of West Village,Kytzia,West Village,1,147.7939921,351,2.19
18353,"Cozy, sunny room in best neighborhood - Chelsea",Michelle,Chelsea,16,265.4409999,272,3.84
18354,"BIG, COMFY , PRIV. ROOM, BIG APT, YARD, GREAT LOC.",M,Williamsburg,1,202.9177087,502,4.26
18355,Cute small one bedroom in Queens Woodside,Alexandre,Sunnyside,5,167.3482721,453,4
18356,The Real B&B Home,J. Beverly,Canarsie,1,189.3732001,396,3.45
18357,Cozy NYC Retreat,Christine,Harlem,1,127.8385693,233,2.84
18358,Clean and cozy room!!!! Close to Everything!!!!,Isadora,Jackson Heights,5,81.25012155,168,4.97
18359,"Dapper Chelsea Studio w/ Balcony, Gym + Doorman by Blueground",Blueground,Chelsea,1,287.9987989,264,3.72
18360,Cozy room 2 min walk to subway near mall,Wei,Rego Park,5,81.03889336,247,3.66
18361,"Location near Kissena Blvd. & Holly Ave., Flushing",Maverick,Flushing,5,78.48740508,620,3.95
18362,GREEN  OASIS,Denise,East Flatbush,1,87.99963872,444,4.51
18363,Cheap Family home with desk 10 mn to JFK+Mall,Guelma,Rosedale,5,75.98364589,278,3.87
18364,Bright UWS Studio with great location,Cha,Upper West Side,16,522.7894012,223,2.34
18365,Stylish Astoria Apartment,Justin,Astoria,5,268.445255,172,3.23
18366,"Private Room in Sunny, Spacious 3 Bdrm Apartment",Helen,Crown Heights,1,91.98956586,381,2.96
18367,Newly Renovated 1BR in SoHo/Nolita,James,Nolita,1,286.9275512,277,3.14
18368,Dope Yurt in Brooklyn,Maraliz,Williamsburg,1,96.79230649,183,4.53
18369,1 Bedroom in Greenwich Village,James,Greenwich Village,16,536.8413894,187,3.51
18370,Brooklyn Bliss 1,Lawanne,East Flatbush,16,511.7760904,289,4.04
18371,Spacious Bright Private Bedroom for 2,Tanya,Bensonhurst,1,188.8391074,280,3.54
18372,Bright and Clean Room for You!,Kelli,Bedford-Stuyvesant,1,90.81854085,365,2.49
18373,Studio-like July sublet,J.T.,Park Slope,16,249.8931141,404,2.7
18374,"Charming, central apartment",Erin,Greenwich Village,16,265.2791331,595,4.84
18375,Sunny Modern Studio in Williamsburg,Helen,Williamsburg,1,207.3973122,387,3.55
18376,Charming 1BR at Columbus Circle,Oliver,Hell's Kitchen,1,143.7162776,509,2.56
18377,One Bedroom Oasis in the Heart of Brooklyn,Claire,Bushwick,1,89.5481154,209,2.31
18378,"Private Room, Bath & Terrace on UWS",Zack,Upper West Side,16,249.5174849,163,3.94
18379,The High Rise Apartment,Ash,Midtown,16,532.8031608,319,3.59
18380,High End Luxury 2 Bedroom Grand Central,Corporate Housing,Murray Hill,1,288.0992127,367,2.71
18381,"My Style法拉盛中心 靠近地铁站
1 Queen bed room",Haifeng,Flushing,20,509.292926,282,3.79
18382,Lovely 1BR in Ft. Greene,Ritchie,Fort Greene,16,193.90313,369,4.32
18383,Your perfect space to all New York has to offer!,Laura,Greenpoint,1,104.0939177,463,3.83
18384,One bedroom apartment,Eddy,Ridgewood,5,91.52413716,388,4.74
18385,Cozy Upper East Side studio,Elba,Upper East Side,1,276.5118363,262,3.1
18386,Authentic Midtown Manhattan Studio,Vicente,Midtown,1,289.6703759,364,2.21
18387,Spoon's Mom's House,Odehyah,Bedford-Stuyvesant,1,90.86791479,471,4.33
18388,Artsy Studio / 1 Bedroom in the Heart of Chelsea,John,Chelsea,1,284.9533947,183,3.7
18389,Two Bedroom Apt w/Private Balcony & Small Bathroom,Violet,Bedford-Stuyvesant,1,200.7490694,363,2.3
18390,Cozy studio in the heart of Chelsea!,Eric,Chelsea,1,286.3678219,335,3.4
18391,Time Square - DOUBLE DOUBLE ROOM,Gabriel,Hell's Kitchen,1,146.9698591,273,2.43
18392,Amazing Loft. Great light and view!,Malik,Park Slope,1,200.4188555,529,4
18393,Cozy shared apartment close to Midtown!,Rebecca,Astoria,5,86.60107403,288,3.69
18394,Intimate Williamsburg Apartment,Michael,Williamsburg,1,205.305962,210,2.22
18395,Cute Private Bedroom in Brooklyn,Kristal,Bedford-Stuyvesant,16,513.2857205,264,2.43
